"PA Code",NSC Code,NCES Code,AUN Code,"ULCS Code",SRC School ID,School Name (ULCS),Publication Name,Admission Type,"Year Opened","Grade Level (based on enrollment)",Current Grade Span Served,"Authorized Grade Span at Scale",Phasing-In ,Phasing-Out,Governance,Charter Management Organization,School Reporting Category,Alternate Education Type,Turnaround Model,Turaround Year,CTE Status,Title I Designation,Federal Accountability Designation,City Council District (2000),Multiple Addresses,Street Address,City,State,Zip Code,Phone Number,Fax Number,Principal Name,Learning Network,Learning Network 2,Assistant Superintendent,Pre-K On-Site Indicator,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
7960,N/A,4.20076E+11,108515107,3392,W92,SOUTHWEST LEADERSHIP ACADEMY,Southwest Leadership Academy Charter School,CHARTER - LOTTERY,2007,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,2,0,7101 PASCHALL AVE.,PHILADELPHIA               ,PA,19142,215-729-1939,215-729-1976,ALPHONSO EVANS,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
7961,393317,4.20076E+11,151514721,3393,W93,MASTERY CHARTER @ PICKETT,Mastery Charter School at Pickett Campus,CHARTER - LOTTERY,2007,MIDDLEHIGH,12-Jun,12-Jun,0,0,CHARTER,MASTERY,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,8,0,5700 WAYNE AVE.,PHILADELPHIA               ,PA,19144,215-866-9000,215-866-9001,SCOTT GORDON,N/A,,N/A,0,0,0,0,0,0,0,1,1,1,1,1,1,1
7985,N/A,4.20081E+11,173515368,3394,W94,PAN AMERICAN ACADEMY CHARTER,Pan American Academy Charter School,CHARTER - LOTTERY,2008,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,7,0,2830 N. AMERICAN ST.,PHILADELPHIA               ,PA,19133,215-425-1212,215-423-0871,WANDA NOVALES,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
8031,N/A,4.21899E+11,104510394,3395,W95,ANTONIA PANTOJA CHARTER SCHOOL,Antonia Pantoja Charter School,CHARTER - LOTTERY,2008,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,ASPIRA,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,7,0,4101 N. AMERICAN ST.,PHILADELPHIA               ,PA,19140,215-329-2733,215-329-2433,ALFREDO CALDERON,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
8124,N/A,4.20082E+11,172510793,3396,W96,KIPP WEST PHILA CHARTER SCHOOL,KIPP West Philadelphia Preparatory Charter School,CHARTER - LOTTERY,2009,MIDDLE,8-May,8-May,0,0,CHARTER,KIPP,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,3,0,5900 BALTIMORE AVE. 2nd Floor,PHILADELPHIA               ,PA,19143,215-294-2973,215-294-8707,,N/A,,N/A,0,0,0,0,0,0,1,1,1,1,0,0,0,0
8127,N/A,4.20082E+11,177518712,3397,W97,EASTERN UNIVERSITY ACADEMY,Eastern University Academy Charter School,CHARTER - LOTTERY,2009,MIDDLEHIGH,12-Jul,12-Jul,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,4,0,3300 HENRY AVE.,PHILADELPHIA               ,PA,19129,215-769-3131,215-769-3112,OMAR BARLOW,N/A,,N/A,0,0,0,0,0,0,0,0,1,1,1,1,1,1
8122,393454,4.20082E+11,168518013,3398,W98,ARISE ACADEMY CHARTER SCHOOL,Arise Academy Charter High School,CHARTER - LOTTERY,2009,HIGH,12-Sep,12-Sep,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,PRIORITY,9,0,2116 E. HAINES ST.,PHILADELPHIA               ,PA,19138,215-224-9400,,TANEISHA SPALL,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8083,N/A,4.20082E+11,114514135,3399,W99,SANKOFA FREEDOM ACADEMY,Sankofa Freedom Academy Charter School,CHARTER - LOTTERY,2009,ELEMENTARYMIDDLEHIGH,00-12,00-12,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,7,1,4256 PAUL ST.,PHILADELPHIA               ,PA,19124,215-288-2001,215-288-2099,DR. AYESHA IMANI,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,1,1,1,1
8123,N/A,4.20082E+11,147513703,3403,X03,FRANKLIN TOWNE ELEMENTARY,Franklin Towne Charter Elementary School,CHARTER - LOTTERY,2009,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,INDEPENDENT,K12,N/A,N/A,N/A,N/A,1,REWARD (HIGH PROGRESS),6,0,4259 RICHMOND ST.,PHILADELPHIA               ,PA,19137,215-289-3389,215-288-4041,JOSEPH VENDITTI,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
8126,N/A,4.20082E+11,192518422,3404,X04,TACONY ACADEMY CHARTER SCHOOL,Tacony Academy Charter School,CHARTER - LOTTERY,2009,ELEMENTARYMIDDLEHIGH,00-12,00-12,0,0,CHARTER,AMERICAN PARADIGM,K12,N/A,N/A,N/A,N/A,1,NO DESIGNATION,7,1,1330 RHAWN ST.,PHILADELPHIA               ,PA,19111,215-742-5100,215-742-5200,ASHLEY REDFEARN-NESWICK,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,1,1,1,1
8149,N/A,3.6153E+11,133513315,3406,X06,ASPIRA CHARTER @ STETSON,Aspira Charter School at Stetson,NEIGHBORHOOD; LOTTERY,2010,MIDDLE,8-May,8-May,0,0,CHARTER,ASPIRA,K12,N/A,RENAISSANCE CHARTER,2010-2011,N/A,1,FOCUS,7,0,3200 B. ST.,PHILADELPHIA               ,PA,19134,215-291-4720,,RENATO LAJARA,N/A,,N/A,0,0,0,0,0,0,1,1,1,1,0,0,0,0
8153,N/A,4.20083E+11,126516457,3407,X07,MASTERY CHARTER @ HARRITY,Mastery Charter School at Harrity,NEIGHBORHOOD; LOTTERY,2010,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,MASTERY,K12,N/A,RENAISSANCE CHARTER,2010-2011,N/A,1,NO DESIGNATION,3,0,5601 CHRISTIAN ST.,PHILADELPHIA               ,PA,19143,215-471-2908,,SCOTT GORDON,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
8152,N/A,4.20083E+11,126519433,3408,X08,MASTERY CHARTER @ MANN,Mastery Charter School at Mann,NEIGHBORHOOD; LOTTERY,2010,ELEMENTARY,00-06,00-06,0,0,CHARTER,MASTERY,K12,N/A,RENAISSANCE CHARTER,2010-2011,N/A,1,NO DESIGNATION,4,0,5376 W. BERKS ST.,PHILADELPHIA               ,PA,19131,215-581-5516,,SCOTT GORDON,N/A,,N/A,0,1,1,1,1,1,1,1,0,0,0,0,0,0
8151,N/A,4.20083E+11,126517286,3409,X09,MASTERY CHARTER @ SMEDLEY,Mastery Charter School at Smedley,NEIGHBORHOOD; LOTTERY,2010,ELEMENTARY,00-06,00-06,0,0,CHARTER,MASTERY,K12,N/A,RENAISSANCE CHARTER,2010-2011,N/A,1,NO DESIGNATION,1,0,1790 BRIDGE ST.,PHILADELPHIA               ,PA,19124,215-537-2523,,SCOTT GORDON,N/A,,N/A,0,1,1,1,1,1,1,1,0,0,0,0,0,0
8145,N/A,4.20083E+11,168513758,3410,X10,UNIVERSAL CHARTER @ BLUFORD,Universal Charter School at Bluford,NEIGHBORHOOD; LOTTERY,2010,ELEMENTARY,00-06,00-06,0,0,CHARTER,UNIVERSAL,K12,N/A,RENAISSANCE CHARTER,2010-2011,N/A,1,FOCUS,4,0,5801 MEDIA ST.,PHILADELPHIA               ,PA,19131,215-581-5502,,RAHIM ISLAM,N/A,,N/A,0,1,1,1,1,1,1,1,0,0,0,0,0,0
8146,N/A,4.20083E+11,103519376,3411,X11,UNIVERSAL CHARTER @ DAROFF,Universal Charter School at Daroff,NEIGHBORHOOD; LOTTERY,2010,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,UNIVERSAL,K12,N/A,RENAISSANCE CHARTER,2010-2011,N/A,1,FOCUS,4,0,5630 VINE ST.,PHILADELPHIA               ,PA,19139,215-471-2905,,RAHIM ISLAM,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
8150,N/A,3.6153E+11,126518547,3412,X12,YOUNG SCHOLARS @ F. DOUGLASS,Young Scholars Charter School at Frederick Douglass,NEIGHBORHOOD; LOTTERY,2010,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,SCHOLAR ACADEMIES,K12,N/A,RENAISSANCE CHARTER,2010-2011,N/A,1,FOCUS,5,0,2118 W. NORRIS ST.,PHILADELPHIA               ,PA,19121,215-684-5063,,LARS BECK,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
8205,A15273,3.6153E+11,126513452,3414,X14,ASPIRA OLNEY CHARTER HIGH,Aspira Charter School at Olney,NEIGHBORHOOD; LOTTERY,2011,HIGH,12-Sep,12-Sep,0,0,CHARTER,ASPIRA,K12,N/A,RENAISSANCE CHARTER,2011-2012,N/A,1,PRIORITY,9,0,100 W. DUNCANNON AVE.,PHILADELPHIA               ,PA,19120,215-456-3014,215-456-3064,JOSE LEBRON,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8208,N/A,4.20084E+11,126511748,3415,X15,MASTERY CHARTER @ CLYMER,Mastery Charter School at Clymer,NEIGHBORHOOD; LOTTERY,2011,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,MASTERY,K12,N/A,RENAISSANCE CHARTER,2011-2012,N/A,1,NO DESIGNATION,5,0,1201 W. RUSH ST.,PHILADELPHIA               ,PA,19133,215-227-8610,,SCOTT GORDON,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
8207,A11531,4.20085E+11,126513734,3416,X16,MASTERY CHARTER @ GRATZ HIGH,Mastery Charter School at Gratz,NEIGHBORHOOD; LOTTERY,2011,MIDDLEHIGH,12-Jun,12-Jun,0,0,CHARTER,MASTERY,K12,N/A,RENAISSANCE CHARTER,2011-2012,N/A,1,PRIORITY,8,0,1798 W. HUNTING PARK AVE.,PHILADELPHIA               ,PA,19140,215-227-4408,,SCOTT GORDON,N/A,,N/A,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8195,393253,4.20086E+11,126519434,3417,X17,UNIVERSAL AUDENRIED CHARTER,Universal Charter School at Audenried,NEIGHBORHOOD; LOTTERY,2011,HIGH,12-Sep,12-Sep,0,0,CHARTER,UNIVERSAL,K12,N/A,RENAISSANCE CHARTER,2011-2012,N/A,1,PRIORITY,2,0,3301 TASKER ST.,PHILADELPHIA               ,PA,19145,215-952-4801,,RAHIM ISLAM,N/A,,N/A,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8196,N/A,4.20086E+11,126513415,3418,X18,UNIVERSAL VARE CHARTER SCHOOL,Universal Charter School at Vare,NEIGHBORHOOD; LOTTERY,2011,MIDDLE,8-May,8-May,0,0,CHARTER,UNIVERSAL,K12,N/A,RENAISSANCE CHARTER,2011-2012,N/A,1,FOCUS,2,0,2100 S. 24TH ST.,PHILADELPHIA               ,PA,19145,215-952-8611,,RAHIM ISLAM,N/A,,N/A,1,0,0,0,0,0,1,1,1,1,0,0,0,0
8206,N/A,3.6153E+11,126519476,3419,X19,MOSAICA CHARTER @ BIRNEY,Mosaica Charter School at Birney,NEIGHBORHOOD; LOTTERY,2011,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,MOSAICA,K12,N/A,RENAISSANCE CHARTER,2011-2012,N/A,1,NO DESIGNATION,9,,900 LINDLEY AVE.,PHILADELPHIA               ,PA,19141,215-456-3000,215-457-6695,KHALID SUTTON,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
8259,N/A,4.21899E+11,126519644,3420,X20,MASTERY CHARTER @ CLEVELAND,Mastery Charter School at Cleveland,NEIGHBORHOOD; LOTTERY,2012,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,MASTERY,K12,N/A,RENAISSANCE CHARTER,2012-2013,N/A,1,PRIORITY,8,0,3701 N. 19TH ST.,PHILADELPHIA               ,PA,19140,215-227-5042,,SCOTT GORDON,N/A,,N/A,1,1,1,1,1,1,1,1,1,1,0,0,0,0
8251,N/A,4.21899E+11,126517442,3421,X21,UNIVERSAL CREIGHTON CHARTER,Universal Charter School at Creighton,NEIGHBORHOOD; LOTTERY,2012,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,UNIVERSAL,K12,N/A,RENAISSANCE CHARTER,2012-2013,N/A,1,FOCUS,9,0,5401 TABOR AVE.,PHILADELPHIA               ,PA,19120,215-537-2531,,RAHIM ISLAM,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
8252,N/A,4.21899E+11,126515691,3422,X22,PHILADELPHIA CHARTER FOR ARTS,Philadelphia Charter School for the Arts and Sciences,NEIGHBORHOOD; LOTTERY,2012,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,STRING THEORY,K12,N/A,RENAISSANCE CHARTER,2012-2013,N/A,1,FOCUS,7,0,1197 HAWORTH ST.,PHILADELPHIA               ,PA,19124,215-537-2520,,MICHAEL ROCCO,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
8257,N/A,4.21899E+11,126519392,3423,X23,MEMPHIS ST. CHARTER @ JP JONES,Memphis Street Academy Charter School at J.P. Jones,NEIGHBORHOOD; LOTTERY,2012,MIDDLE,8-May,00-08,0,0,CHARTER,AMERICAN PARADIGM,K12,N/A,RENAISSANCE CHARTER,2012-2013,N/A,1,PRIORITY,1,0,2950 MEMPHIS ST.,PHILADELPHIA               ,PA,19134,215-291-4709,215-291-4754,CHRISTINE BORCELLIS,N/A,,N/A,0,0,0,0,0,0,1,1,1,1,0,0,0,0
8287,N/A,4.21899E+11,126512674,3424,X24,UNIVERSAL ALCORN CHARTER,Universal Charter School at Alcorn,NEIGHBORHOOD; LOTTERY,2013,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,UNIVERSAL,K12,N/A,RENAISSANCE CHARTER,2013-2014,N/A,0,N/A,2,1,3200 DICKINSON ST.,PHILADELPHIA               ,PA,19146,215-952-6219,,RAHIM ISLAM,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
8289,N/A,4.21899E+11,126514720,3425,X25,YOUNG SCHOLARS @ KENDERTON,Young Scholars Charter School at Kenderton,NEIGHBORHOOD; LOTTERY,2013,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,SCHOLAR ACADEMIES,K12,N/A,RENAISSANCE CHARTER,2013-2014,N/A,1,NO DESIGNATION,8,0,1500 W. ONTARIO ST.,PHILADELPHIA               ,PA,19140,215-227-4412,,Hedi Belkaoui,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
8288,N/A,4.21899E+11,126518795,3426,X26,MASTERY CHARTER @ PASTORIUS,Mastery Charter School at Pastorius ,NEIGHBORHOOD; LOTTERY,2013,ELEMENTARYMIDDLE,00-08,00-08,0,0,CHARTER,MASTERY,K12,N/A,RENAISSANCE CHARTER,2013-2014,N/A,1,NO DESIGNATION,8,0,5650 SPRAGUE ST.,PHILADELPHIA               ,PA,19138,215-951-5689,,HOWELL-TURNER/MCDONOUGH,N/A,,N/A,0,1,1,1,1,1,1,1,1,1,0,0,0,0
